text,sentiment,prep_processed_text
"@LBardugo Start w/ the 3 songs in Blue Neighborhood\n1) Wild\n2)Fools\n3)Talk Me down ðŸ˜­ðŸ˜­for #Wesper\nAlso,\n4)Too Good.  #serious kaz/inej feelz",sadness,start 3 song Blue good kaz inej feelz
@myaeggs I can't get a better look at her bc I'm too shy to make eye contact ;-;,fear,well look bc shy eye contact
The most important thing to #bestrong is to hold your #anger #thoughts,anger,important thing bestrong hold anger thought
From My head to think it was better but obviously it's not #relapse #sadness #sickness #madness #misunderstanding,sadness,head think well obviously relapse sadness sickness madness misunderstanding
I wanna see you smile I don't wanna see you make a frown,sadness,wanna smile wanna frown
I am always ready to .,joy,ready
"If a friend lost his/her phone, how long do they have to mourn their lost phones before you ask for their earpiece?",sadness,friend lose phone long mourn lost phone ask earpiece
@PurpleReplisol meden is frowning at you with her non existent face,sadness,meden frown non existent face
@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered ,fear,stick runway divert Fargo continuously tell 10 min past 4 hour food water offer
@AldiToHarrods I'm still too nervous to try it. I need to man up and give it ago.,fear,nervous try need man ago
so lost i'm faded,sadness,lose fade
@rumanaa_r @DaiIyRoasts what did I do to offend you? ðŸ™„ðŸ˜­ðŸ˜‚,anger,offend dY
Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes,anger,good motivation come prove wrong energy relentless MotivationalQuotes
"Part of debunking #panic is the idea that either a physical symptom, negative thought, or a behavior begins the vicious cycle. #CBTWORKS",fear,debunk panic idea physical symptom negative thought behavior begin vicious cycle cbtworks
@gatewaypundit Mostly animated audience I'd bet...green sceen folk...the ones that don't need air..!,joy,animate audience bet green sceen folk one need air
@LFScott57 Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!,joy,Miss Cookie send thank spry like adventure young pup
@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither  #unwoke,sadness,change Uncle Remus Lewis foh theydontlikeyoueither unwoke
A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. #panic,fear,Lysol got stick spray position slowly suffocate trash smell like Febreeze factory panic
@chelseafc let them know it's the #blues,sadness,let know blue
"Just like there is a right way to pray, there is a right way to give - not grudgingly or of necessity, but cheerfully. #woficc",joy,like right way pray right way grudgingly necessity cheerfully woficc
@AlanAlanconway Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far),fear,good great Breathe horror film month Fav horror film year far
"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol #horrible",fear,polish nail find polish remover look like 3yr old polished nail lol horrible
"@FrizzeyesJr meeee, i'm lvl 320 and i have not a single relentless",anger,meeee lvl 320 single relentless
"Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for @Lewes_cfc fans",fear,malin surge run forward set McCreadie far post decent game neutral nervous fan
I see I'll be hovering over the block button today with much glee.,joy,hover block button today glee
"@eachus At least he's willing to discuss, better than most. That and keep the insults light with occasional levity or creative BS-ing,",joy,willing discuss well insult light occasional levity creative bs ing
You have a #problem? Yes! Can you do #something about it? No! Than why ,fear,problem yes
"Of cheerfulness, or a good temper - the more it is spent, the more of it remains.",joy,cheerfulness good temper spend remain
"Everything is far away because time is short, no rest for the weary.",sadness,far away time short rest weary
@yoshi_lucky Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!,joy,good morning let start enjoy life cheerful worry happy
It's never the end / When the moment is dire. / A small spark of hope / Can relight a new fire.,fear,end moment dire small spark hope relight new fire
Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. - Sydney J. Harris,sadness,regret thing temper time regret thing inconsolable Sydney Harris
Vals always smiling I love it #gbbo,joy,val smile love gbbo
Being playful as shitðŸ˜¤,joy,playful
@stevesingiser @POLITICO_Steve Put a damper on my mood.,sadness,damper mood
Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??,anger,imagine twitter fume Corbyn lose election Smith lead Labour bad result suggest Corbyn imagine
"Eating an egg is grim, you are eating the material embodiment of a fart and an unborn chick",sadness,eat egg grim eat material embodiment fart unborn chick
"In #Bangladesh war, #US almost bombed us had #Russia not been there. What strategy for #China on #Pakistan? Time ripe to crush #terror camps",fear,Bangladesh war bomb Russia strategy China Pakistan time ripe crush terror camp
this Mac update has me some kind of apprehensive.,fear,Mac update kind apprehensive
@LonelyGoomba UK cops have an issue fearing intervention. Hence situations like Rotherham. So of course it'll be dwarfed by US cops.,fear,UK cop issue fear intervention situation like Rotherham course dwarf cop
Look forward to the detours because they bring delightful surprises. #lifequote #delight,joy,look forward detour bring delightful surprise lifequote delight
@LoriAlan1 Seriously. Digging those eyebrows. ,joy,seriously dig eyebrow
"@david_garrett Quite saddened.....no US dates, no joyous anticipation of attending a DG concert (since 2014). Happy you are keeping busy.",joy,sadden date joyous anticipation attend DG concert 2014 happy keep busy
"Trying to think positive, and not let this situation discourage me âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨",sadness,try think positive let situation discourage
@Ashleyavitia_ don't leave me #sad,sadness,leave sad
I am so happy I have come across @HilltopBindery notebooks! #handmade would love to talk to you! #musthave #want #need #happy #amazing ðŸ“–ðŸ–‹,joy,happy come notebook handmade love talk musthave want need happy amazing
"so fucking sad when the person you love doesn't try fighting for your happiness, when you'd do anything for them.",sadness,fucking sad person love try fight happiness
@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. ,fear,2 2 reveal taxis immediate danger u answer
@Aliki111 Haters!!! You are low in self worth. Self righteous in your delusions. You cower at the thought of change. Change is inevitable.,fear,Haters low self worth Self righteous delusion cower thought change change inevitable
@fireemblemlord it's the first expac since wrath that feels like a proper 'evolution' of the game for me,anger,expac wrath feel like proper evolution game
Research has determined 70% of #laughter is actually #anxiety.,fear,research determine 70 laughter actually anxiety
Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.,fear,everyday gay panic stunning draw 1 guy block toilet stall crack w paper towel total INCOMPREHENSION
Don't wanna go to work but I want the money ,sadness,wanna work want money
Feel so grim + ugly atm,sadness,feel grim ugly atm
@LidlUK Just bought a pack of two medallion beef steaks. Got home. Cooked them. One steak is 100% pork. I had one unhappy mother. ðŸ®ðŸ·,sadness,buy pack medallion beef steak get home cook steak 100 pork unhappy mother dY dY
"The best #revenge is to move on, get over it, and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!",anger,good revenge continue succeed satisfaction watch suffer
When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure,sadness,train pitch black outside idea travel whereami lose adventure
Unmatched Party Specialist /co @T3RevNeverEnd #serious #job #titles,sadness,Unmatched Party Specialist job title
promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful  #do_u_see,joy,promise restoration nation israel look bless barn wine overflow beautiful
Wah just woke up frm a fucking nightmare,fear,Wah wake frm fucking nightmare
I found #marmite in Australia. `:) #happy,joy,find marmite Australia happy
"LOL! @TheFrankJLopes was just awarded the â€œFâ€ bomb trophy on #AutoDealerLive, @RealMatKoenig :) #serious",sadness,lol award aEURoeFaEUR bomb trophy autodealerlive
Turns out 'it' wasn't even anything to be concerned about at all. Im happy and a bit frustrated it took so long to get this answer.,joy,turn concern m happy bit frustrated take long answer
